"","IndicatorCode","Country","Year","Value"
"382","WSH_WATER_SAFELY_MANAGED","TJK",2008,44.93156
"383","WSH_WATER_SAFELY_MANAGED","PRK",2002,69.03723
"384","WSH_WATER_SAFELY_MANAGED","GNB",2000,17.77465
"385","WSH_WATER_SAFELY_MANAGED","AMR",2003,88.19549
"386","WSH_WATER_SAFELY_MANAGED","COG",2011,57.38463
"387","WSH_WATER_SAFELY_MANAGED","PRY",2022,50.72869
"388","WSH_WATER_SAFELY_MANAGED","COD",2016,26.05728
"389","WSH_WATER_SAFELY_MANAGED","AZE",2016,73.82324
"390","WSH_WATER_SAFELY_MANAGED","GHA",2011,7.04467
"391","WSH_WATER_SAFELY_MANAGED","SMR",2019,100
"392","WSH_WATER_SAFELY_MANAGED","OMN",2003,83.88459
"393","WSH_WATER_SAFELY_MANAGED","IRN",2009,92.20852
"394","WSH_WATER_SAFELY_MANAGED","NPL",2016,23.98655
"395","WSH_WATER_SAFELY_MANAGED","NPL",2014,26.97639
"396","WSH_WATER_SAFELY_MANAGED","LUX",2009,100
"397","WSH_WATER_SAFELY_MANAGED","SLE",2010,7.18277
